start_time,end_time,survey_date,survey_time,consent,region,country,county,subcounty,ward,slum,cu,location_type,vendor_type,gender,grains,roots_tubers,grain_roots_tubers,dark_green_veg,other_veg,vit_a_rich_veg,vita_rich_fruits,other_vita_frt_veg,other_fruits,organ_meat,flesh_meat,fish,meat_poultry_fish,egg,legumes_pulses,nuts_seeds,dairy,oils_fats,snacks,beverages,spice_condiment,mixed_foods,grains_maize_green,grains_dry_maize,grains_maize_flour,grains_ugali,grains_rice,grains_wheat_flour,grains_chapati,grains_mandazi,grains_scones,grains_bread,grains_noodle,grains_millet,grains_millet_flour,grains_millet_porridge,grains_sorghum,grains_sorghum_flour,grains_spaghetti,grains_barley,grains_oats,other_grains,os_other_grains,grains_comment,vit_a_veg_pumpkin,vit_a_veg_carrot,vit_a_veg_squash,vit_a_veg_orange_fl_swt_potato,vit_a_veg_red_swt_pepper,vit_a_veg_butternut,other_vit_a_rich_veg,os_other_vit_a_rich_veg,vit_a_rich_veg_comment,roots_tubers_irish_potato,roots_tubers_swt_potato,roots_tubers_arrow_root,roots_tubers_cassava,roots_tubers_yam,roots_tubers_plantain,roots_tubers_chips,other_roots_tubers,os_other_roots_tubers,roots_tubers_comment,dgv_kale,dgv_spinach,dgv_amaranthus,dgv_nightshade,dgv_jute_mallow,dgv_cowpea_leaves,dgv_crotalaria,dgv_pumpkin_leaves,dgv_african_kales,dgv_african_spinach,dgv_atipa,dgv_cassava_leaves,dgv_lettuce,dgv_bean_leaves,dgv_swt_potato_leaves,dgv_nakati,dgv_bitter_leaf,dgv_arrowroot_leaves,dgv_spider_plant,dgv_stinging_nettles,dgv_broccoli,other_dgv,os_other_dgv,dgv_comment,otherveg_tomato,otherveg_onion,otherveg_eggplant,otherveg_capsicum,otherveg_cabbage,otherveg_beetroot,otherveg_okra,otherveg_celery,otherveg_cucumber,otherveg_mushroom,otherveg_zucchini,otherveg_cauliflower,otherveg_asparagus,otherveg_artichoke,otherveg_frenchbeans,otherveg_greenbeans,other_otherveg,os_other_otherveg,otherveg_comment,vita_rich_frts_mango,vita_rich_frts_cantaloupe,vita_rich_frts_apricot,vita_rich_frts_papaya,vita_rich_frts_peach,vita_rich_frts_treetomato,vita_rich_frts_passionfrt,other_vita_rich_frts,os_other_vita_rich_frts,vita_rich_frts_comment,otherfrt_avocado,otherfrt_ripebanana,otherfrt_guava,otherfrt_orange,otherfrt_watermelon,otherfrt_pineapple,otherfrt_plums,otherfrt_apple,otherfrt_wildberries,otherfrt_lemon,otherfrt_lime,otherfrt_tangerine,otherfrt_jackfruits,otherfrt_pear,otherfrt_kiwi,otherfrt_tamarind,otherfrt_loquat,otherfrt_javaplum,otherfrt_grapes,other_otherfrt,os_other_otherfrt,otherfrt_comment,organ_meats_liver,organ_meats_kidney,organ_meats_heart,organ_meats_intestine,organ_meats_gizzard,organ_meats_lung,organ_meats_blood,other_organ_meats,os_other_organ_meats,organ_meats_comment,flesh_meats_beef,flesh_meats_pork,flesh_meats_lamb,flesh_meats_goat,flesh_meats_rabbit,flesh_meats_chicken,flesh_meats_duck,flesh_meats_game,flesh_meats_insect,flesh_meats_turkey,flesh_meats_guineafowl,flesh_meats_quail,other_flesh_meats,os_other_flesh_meats,flesh_meats_comment,eggs_chicken,eggs_duck,eggs_guineahen,eggs_quail,other_eggs,eggs_comment,fish_tilapia,fish_nile_perch,fish_omena,fish_catfish,fish_squeaker,fish_lungfish,fish_mouthbrooder,fish_stonebasher,fish_riponfalls,fish_victorialabeo,fish_labyrinth,fish_sadlerrobber,fish_blacknile,fish_shellfish,fish_okoko,other_fish,os_other_fish,fish_comment,legumes_beans,legumes_peas,legumes_lentils,legumes_dolichos,legumes_soybean,legumes_pigeonpeas,legumes_mungbeans,legumes_chickpeas,legumes_cowpea,other_legumes,os_other_legumes,legumes_comment,nuts_seeds_groundnut,nuts_seeds_peanut,nuts_seeds_baobab,nuts_seeds_sunflower,nuts_seeds_pumpkin,nuts_seeds_coconut,nuts_seeds_almonds,nuts_seeds_cashew,nuts_seeds_sesame,nuts_seeds_macadamia,other_nuts_seeds,os_other_nuts_seeds,nuts_seeds_comments,dairy_milk,dairy_cheese,dairy_yoghurt,dairy_ghee,dairy_cream,dairy_fermmilk,other_dairy,os_other_dairy,dairy_comment,oils_fats_cookingoil,oils_fats_cookingfat,oils_fats_coconut,oils_fats_palm,oils_fats_lard,oils_fats_margarine,oils_fats_butter,other_oils_fats,os_other_oils_fats,oils_fats_comment,snacks_sugar,snacks_sugarcane,snacks_honey,snacks_cakes,snacks_chocolate,snacks_candy,snacks_cookies,snacks_jaggary,other_snacks,os_other_snacks,snacks_comment,beverage_soda_juice,beverage_energydrink,beverage_alcoholic,beverage_coffee,beverage_tea,condiments_coconutwater,condiments_soysauce,condiments_hotsauce,condiments_chilitomatosauce,condiments_salt,condiments_blackpepper,condiments_garlic,condiments_ginger,condiments_oregano,condiments_mint,condiments_parsley,condiments_vinegar,condiments_rosemary,condiments_thyme,condiments_cardamom,condiments_cinnamon,condiments_cumin,condiments_masala,condiments_coriander,condiments_paprika,other_bev_condiments,os_other_condiments,condiments_comment,mixedfood_githeri,mixedfood_mokimo,mixedfood_fruitsalad,mixedfood_vegetablesalad,mixedfood_frtjuice,mixedfood_samosa,other_mixedfood,os_other_mixedfood,mixedfood_comment,indepth_interview_participatn,photo_consent,image1_url,image2_url,image3_url,_latitude,_longitude,altitude,precision,vendor_fg_diversity,unhealthy_food_count,no_unique_oth_frts_color,no_unique_oth_veg_color,no_unique_vita_veg_frt_color,dark_green_color,green_other_color,purple_blue_color,red_color,white_brown_color,yellow_orange_color,overall_color,_id,uuid,submission_time,index
55:00.4,03:05.3,2/26/2022,11:55:00.000+03:00,1,East Africa,Kenya,Kisumu,Kisumu Central,Kondele,Manyatta A,,Peri-Urban,Kiosk,Female,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,,Shop and cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,0,1,0,,,1,1,0,0,0,0,0,0,1,0,0,,,1,0,1,0,0,1,0,,,1,1,1,0,0,1,0,0,,,1,0,1,1,1,1,1,1,0,,,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,1,1,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2Fe86271a4-c68e-459c-aba6-967512e1b24f%2F1645866154883.jpg,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2Fe86271a4-c68e-459c-aba6-967512e1b24f%2F1645866162183.jpg,,,,,,5,9,0,0,0,0,0,0,0,0,0,0,143785365,e86271a4-c68e-459c-aba6-967512e1b24f,2/26/2022 14:40,1397
54:53.5,59:24.3,2/26/2022,09:55:00.000+03:00,1,East Africa,Kenya,Kisumu,Kisumu Central,Kondele,Manyatta A,,Peri-Urban,Stalls/Tabletop,Female,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fresh vegetables,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fresh,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,1,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F8d893c74-762c-4d46-a81f-277a51603215%2F1645858727076.jpg,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F8d893c74-762c-4d46-a81f-277a51603215%2F1645858740361.jpg,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F8d893c74-762c-4d46-a81f-277a51603215%2F1645858749306.jpg,,,,,3,0,1,3,0,1,1,0,1,1,0,4,143785368,8d893c74-762c-4d46-a81f-277a51603215,2/26/2022 14:40,1398
04:51.6,08:18.9,2/26/2022,12:04:00.000+03:00,1,East Africa,Kenya,Kisumu,Kisumu Central,Kondele,Manyatta A,,Peri-Urban,Stalls/Tabletop,Female,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,Fresh,,,,,,,,,,,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,1,1,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F54e66a92-a1aa-4a5c-89b0-cf7706f97b0a%2F1645866480801.jpg,,,,,,,4,0,1,2,1,1,0,1,1,1,1,5,143785369,54e66a92-a1aa-4a5c-89b0-cf7706f97b0a,2/26/2022 14:40,1399
59:57.0,07:59.5,2/26/2022,10:00:00.000+03:00,1,East Africa,Kenya,Kisumu,Kisumu Central,Kondele,Manyatta A,,Peri-Urban,Kiosk,Female,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,,,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Mixed spices (Royco),Tea powder,,,,,,,,,,1,1,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F950f690e-b7c7-48ce-9b22-670ff8254fdf%2F1645859259488.jpg,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,143785371,950f690e-b7c7-48ce-9b22-670ff8254fdf,2/26/2022 14:40,1400
09:34.6,15:32.5,2/26/2022,12:10:00.000+03:00,1,East Africa,Kenya,Kisumu,Kisumu Central,Kondele,Manyatta A,,Peri-Urban,Stalls/Tabletop,Female,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,1,0,,,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,1,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F7f84930f-a2fd-4589-a93f-b2a4a27579b6%2F1645866891991.jpg,,,,,,,5,0,4,0,2,0,1,1,1,1,1,5,143785372,7f84930f-a2fd-4589-a93f-b2a4a27579b6,2/26/2022 14:40,1401
08:23.6,15:25.6,2/26/2022,10:08:00.000+03:00,1,East Africa,Kenya,Kisumu,Kisumu Central,Kondele,Manyatta A,,Peri-Urban,Stalls/Tabletop,Female,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,1,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F516ce026-d0e3-4ed3-bd24-a96ee15fa941%2F1645859705491.jpg,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,143785375,516ce026-d0e3-4ed3-bd24-a96ee15fa941,2/26/2022 14:40,1402
16:58.0,19:34.6,2/26/2022,12:17:00.000+03:00,1,East Africa,Kenya,Kisumu,Kisumu Central,Kondele,Manyatta A,,Peri-Urban,Stalls/Tabletop,Female,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,1,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2Fe3c6ebd3-a4f1-4e27-b078-33fd959326dc%2F1645867157457.jpg,,,,,,,2,0,0,2,0,1,0,1,1,0,0,3,143785376,e3c6ebd3-a4f1-4e27-b078-33fd959326dc,2/26/2022 14:40,1403
21:48.4,27:44.0,2/26/2022,10:22:00.000+03:00,1,East Africa,Kenya,Kisumu,Kisumu Central,Kondele,Manyatta A,,Peri-Urban,Kiosk,Male,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,Roasted grounndnuts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,,Roasted sesame,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,1,Mabuyu,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,1,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2Fb426a2a5-8f8a-402d-8a77-7546a31d0e33%2F1645860445115.jpg,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,143785378,b426a2a5-8f8a-402d-8a77-7546a31d0e33,2/26/2022 14:40,1404
25:13.3,28:43.6,2/26/2022,12:25:00.000+03:00,1,East Africa,Kenya,Kisumu,Kisumu Central,Kondele,Manyatta A,,Peri-Urban,Kiosk,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,1,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F157274c9-efc9-4630-8f47-a8b0f2e25265%2F1645867599918.jpg,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,143785380,157274c9-efc9-4630-8f47-a8b0f2e25265,2/26/2022 14:40,1405
35:41.1,39:50.0,2/26/2022,12:35:00.000+03:00,1,East Africa,Kenya,Kisumu,Kisumu Central,Kondele,Manyatta A,,Peri-Urban,Mordern restaurant/ Fast food outlet,Female,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,Cooked,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,1,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,0,0,0,0,,,1,1,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F640b3707-bd08-4453-86dd-494a4dfeced6%2F1645868377573.jpg,,,,,,,5,0,0,0,0,1,0,0,0,0,0,1,143785382,640b3707-bd08-4453-86dd-494a4dfeced6,2/26/2022 14:41,1406
29:26.5,39:30.0,2/26/2022,10:29:00.000+03:00,1,East Africa,Kenya,Kisumu,Kisumu Central,Kondele,Manyatta A,,Peri-Urban,Kiosk,Female,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,,Good,,,,,,,,,,1,0,0,0,0,0,0,0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fresh,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,,,,,,,,,,,,,1,0,0,0,0,1,1,1,0,,,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,Chillis,,,,,,,,,,,1,1,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2Fb8af868d-0d6c-42e8-8320-67c933716fc8%2F1645861126909.jpg,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2Fb8af868d-0d6c-42e8-8320-67c933716fc8%2F1645861141083.jpg,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2Fb8af868d-0d6c-42e8-8320-67c933716fc8%2F1645861151196.jpg,,,,,9,6,2,3,1,1,1,0,1,1,1,5,143785383,b8af868d-0d6c-42e8-8320-67c933716fc8,2/26/2022 14:41,1407
47:37.3,54:48.3,2/26/2022,12:49:00.000+03:00,1,East Africa,Kenya,Kisumu,Kisumu Central,Kondele,Manyatta A,,Peri-Urban,Stalls/Tabletop,Female,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Uncooked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,1,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F6eb80b26-7a30-428d-a457-7d2a5e38a750%2F1645869269435.jpg,,,,,,,5,0,1,3,1,0,0,1,1,1,1,4,143785384,6eb80b26-7a30-428d-a457-7d2a5e38a750,2/26/2022 14:41,1408
55:55.9,59:13.9,2/26/2022,12:56:00.000+03:00,1,East Africa,Kenya,Kisumu,Kisumu Central,Kondele,Manyatta A,,Peri-Urban,Ambulant/street hawkers/mobile,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,Ice cream,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,Iced Flavored water,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,1,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2Fda1b7237-2daf-4658-8b83-e3c5d56c2ba7%2F1645869498796.jpg,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,143785387,da1b7237-2daf-4658-8b83-e3c5d56c2ba7,2/26/2022 14:41,1409
48:03.2,51:45.1,2/26/2022,10:48:00.000+03:00,1,East Africa,Kenya,Kisumu,Kisumu Central,Kondele,Manyatta A,,Peri-Urban,Kiosk,both male and female,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,Fried eggs,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,Cooked beans,,,,,,,,,,,,,,1,0,0,0,0,0,0,,Milk tea,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,1,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F29048be1-4724-4778-80e6-221bd974e93f%2F1645861847099.jpg,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F29048be1-4724-4778-80e6-221bd974e93f%2F1645861856578.jpg,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,143785388,29048be1-4724-4778-80e6-221bd974e93f,2/26/2022 14:41,1410
05:31.1,10:38.0,2/26/2022,13:05:00.000+03:00,1,East Africa,Kenya,Kisumu,Kisumu Central,Kondele,Manyatta A,,Peri-Urban,Stalls/Tabletop,Female,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,1,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F7a154dea-b6f2-4a45-8877-a4791cb603ff%2F1645870100145.jpg,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F7a154dea-b6f2-4a45-8877-a4791cb603ff%2F1645870218092.jpg,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,143785389,7a154dea-b6f2-4a45-8877-a4791cb603ff,2/26/2022 14:41,1411
